max_dist_EA_zscores	max_dist_GD_zscores
0.314702	0.0102469558894388
-0.7964575	0.659742154950471
-0.6964445	2.75893875923441
-0.1172914	1.97677014681838
-0.0649173	0.0102469558894388
0.122622	0.0102469558894388
0.11173495	0.0102469558894388
-1.94577	2.29790980666526
-2.46092	2.23468391337971
-0.3112715	2.13936166264817
0.281381	1.99883372115693
0.4521255	2.5537124344037
0.1133951	0.0102469558894388
0.7353585	1.74911588229127
-0.324944	3.70414023082307
0.1907781	0.925799339414998
-0.251766	1.903787389992
0.16962435	1.72655080802105
-0.263744	2.48971519014243
0.03420495	0.0102469558894388
0.10679695	0.0102469558894388
-0.1332355	0.0102469558894388
0.0130625	0.0102469558894388
0.082687	0.0102469558894388
0.2000987	0.0102469558894388
-0.05514995	0.0102469558894388
-0.153114	0.0102469558894388
0.18981715	0.0102469558894388
-0.016985	0.0102469558894388
0.162243	0.0102469558894388
0.12936955	0.0102469558894388
0.1944595	0.0102469558894388
-0.1162341	0.0102469558894388
-0.0735124	0.0102469558894388
0.753823	3.52587903748865
0.6866085	3.31850976141916
0.8259405	1.52577565943548
0.320062	2.68960415463722
-0.2197705	1.44632189811835
-0.165772	0.0102469558894388
0.03982023	0.0102469558894388
0.07936405	0.0102469558894388
0.0593562	0.0102469558894388
-0.07309665	0.0102469558894388
-0.1101535	0.0102469558894388
0.08578895	0.0102469558894388
-0.07827955	0.0102469558894388
-0.0876903	0.0102469558894388
0.43093	1.50407366091329
0.271715	0.0102469558894388
-0.22587	2.51260947855444
-0.15363365	0.0102469558894388
-0.1306657	1.4608562559681
0.2344765	2.67627139783597
1.26748	1.66243677595772
-0.2738615	1.88064635250233
-0.03224655	0.0102469558894388
-0.02310845	0.0102469558894388
-0.07177694	2.09886670791641
0.210684	0.0102469558894388
0.11505675	0.0102469558894388
0.2538665	1.83209557305994
-0.07878995	0.0102469558894388
0.06309925	0.0102469558894388
0.1710602	1.31804030146764
0.0208023	0.0102469558894388
-0.0340378	0.0102469558894388
0.00657205	0.0102469558894388
0.046453123	0.0102469558894388
0.1254523	0.0102469558894388
-0.14515465	0.0102469558894388
-0.1354262	0.0102469558894388
-0.0055355	0.0102469558894388
0.1431333	8.91075376086351
-0.11819495	1.5832934907866
0.0076278	0.0102469558894388
0.08354957	0.0102469558894388
-0.0640027	0.0102469558894388
0.228098	0.0102469558894388
-0.1923439	1.6277577753513
1.589735	1.51718154946409
0.426035	2.15157506959779
-0.053022	0.0102469558894388
-0.026058495	0.0102469558894388
-0.0335936	0.0102469558894388
0.2082125	0.0102469558894388
0.10632452	0.0102469558894388
0.0237155	0.0102469558894388
-0.049001	0.0102469558894388
-0.0432715	0.0102469558894388
0.09209575	0.0102469558894388
0.01866295	0.0102469558894388
0.12872755	0.0102469558894388
-0.025448	0.0102469558894388
0.3729705	2.27420450147205
0.371794	1.35927830660723
0.35653025	1.52116109466473
-0.495918	2.55117822835446
0.03552475	0.0102469558894388
-0.018812	0.0102469558894388
0.014992325	0.0102469558894388
0.2068507	0.0102469558894388
0.05715807	0.0102469558894388
-0.0662545	0.0102469558894388
-0.001640224	0.0102469558894388
0.726886	2.26144293120658
0.34259745	1.70244438390823
-0.088437555	0.0102469558894388
-0.11005	0.0102469558894388
0.02145275	0.0102469558894388
-0.09799915	0.0102469558894388
0.01208475	0.0102469558894388
0.02747425	0.0102469558894388
-0.028839	0.0102469558894388
0.1355052	0.0102469558894388
0.08329755	0.0102469558894388
0.0550352	0.0102469558894388
-0.0398638	0.0102469558894388
0.1745415	3.3588629681903
0.309911	1.2604714573591
0.159237245	0.0102469558894388
