latitude_EA_zscores	latitude_GD_zscores
0.1686635	2.20764170763295
4.99446	6.99242624789203
6.168365	5.45780952008976
-1.527325	4.03453879687346
-2.14903	3.7205454712702
-1.3752575	3.1427548393652
0.5469342	0.140752736365347
1.717765	7.11558346104194
3.03857	3.19703053074895
-0.513075	4.61080269906172
-2.826875	4.66433911182414
-0.770865	5.29581305008249
1.03901605	1.20621030033462
6.92706	2.31142226309565
-3.26792	1.66959713321107
0.565841	1.63455715039231
1.5581	3.52984126341709
-1.117484	1.78909109675663
0.2717025	4.43138872695798
0.999198	0.140752736365347
-0.3171025	0.140752736365347
-0.43498155	0.140752736365347
-0.5683475	0.140752736365347
0.07027985	0.140752736365347
1.18152505	0.140752736365347
0.56303265	0.140752736365347
0.963176	0.140752736365347
0.9837295	0.140752736365347
-0.34153125	0.140752736365347
0.1572452	0.140752736365347
0.0331612	0.140752736365347
0.5377482	0.140752736365347
1.457255	0.140752736365347
0.7669194	0.140752736365347
-1.81431	5.7115649049047
-1.989825	1.70514270386023
-1.693475	5.6409781181587
0.20401425	1.24928307957269
1.340291	2.73284658597847
0.069147	0.140752736365347
0.4986831	0.140752736365347
0.2182075	0.140752736365347
0.1577955	0.140752736365347
0.4165215	0.140752736365347
-0.9273625	0.140752736365347
0.2244185	0.140752736365347
0.564212	0.140752736365347
-0.27874585	0.140752736365347
1.3983985	6.56366090919179
0.57279	2.6081563192386
0.3110795	2.79082208718199
-1.4355815	3.64077995055524
-0.4019016	3.24178502731638
0.428416	2.11096734040025
2.97837	5.30989798089654
1.255191	1.76033156439191
-0.64516425	0.140752736365347
-0.338765	0.140752736365347
-0.231886	2.06455824583588
0.7415765	0.140752736365347
0.2998847	0.140752736365347
1.0706784	2.5302178097817
-0.1348988	0.140752736365347
1.11537855	2.66201717380283
-0.3438825	0.140752736365347
0.3734395	0.140752736365347
-0.01011905	0.140752736365347
-0.00373185	0.140752736365347
-0.23701	0.140752736365347
1.74886845	0.140752736365347
0.31266935	0.140752736365347
0.51149435	0.140752736365347
0.69063835	0.140752736365347
2.59567	8.91514289551859
1.90220725	2.15607479493208
0.723644	0.140752736365347
-0.631741	0.140752736365347
0.22963465	0.140752736365347
-0.270865	4.73667116834684
-1.051553	3.02263891619031
-3.15017	4.42469708579259
1.8762945	5.16921796448312
0.4906675	0.140752736365347
1.2464815	0.140752736365347
0.587425	0.140752736365347
0.13535195	0.140752736365347
-0.089295	0.140752736365347
1.0482433	0.140752736365347
-1.1442428	0.140752736365347
0.6218216	0.140752736365347
-0.3710885	0.140752736365347
0.49871065	0.140752736365347
-0.00709535	0.140752736365347
-0.687754	0.140752736365347
0.363069	4.11040422352736
1.077371	3.341460275264
0.84241	5.23040645177369
5.1573	1.68912380067357
0.9004405	0.140752736365347
1.08424655	0.140752736365347
0.2896645	0.140752736365347
0.90888285	0.140752736365347
1.282358	0.140752736365347
-0.7529825	0.140752736365347
0.20539635	0.140752736365347
-3.00056	4.46171111956177
-0.80025675	3.15174820363237
0.5674095	0.140752736365347
0.41695985	0.140752736365347
-0.003442	0.140752736365347
0.1196387	0.140752736365347
1.26346615	0.140752736365347
0.7880782	0.140752736365347
1.039553	0.140752736365347
1.30434615	0.140752736365347
0.02816255	0.140752736365347
0.419985	0.140752736365347
0.154128	0.140752736365347
-3.86549	6.96890209614798
1.39851455	3.78272374433416
0.579617	0.140752736365347
-0.2925705	0.140752736365347
0.9939075	0.140752736365347
0.76451855	0.140752736365347
1.089383	0.140752736365347
-0.4489613	0.140752736365347
1.4343063	0.140752736365347
1.3902631	0.140752736365347
1.254738	0.140752736365347
0.2863905	0.140752736365347
1.2415695	0.140752736365347
-0.57272575	0.140752736365347
-0.1194916	0.140752736365347
0.11451315	0.140752736365347
1.288989	0.140752736365347
1.4669285	0.140752736365347
0.4470547	0.140752736365347
0.21055367	0.979210132387439
6.210365	3.46923727829126
1.87135	6.49012256521638
1.56971	0.978411859968199
1.26092225	0.140752736365347
-1.0138595	0.140752736365347
-0.291595	1.68744903478092
-0.1680375	6.16278929480694
1.724312	2.08846536928451
0.084561	2.70018264724372
-0.8496775	3.07483197087705
3.47671	6.38341369925382
2.01300975	0.140752736365347
1.66905075	0.140752736365347
0.1678304	0.140752736365347
1.23312	0.140752736365347
-0.9994438	0.140752736365347
-1.0956615	0.140752736365347
0.12704905	0.140752736365347
0.5994485	0.140752736365347
0.506823	0.140752736365347
-0.143786	0.140752736365347
0.77257435	0.140752736365347
0.1083258	0.140752736365347
-0.2290615	0.140752736365347
-0.263663875	0.140752736365347
1.371767	0.140752736365347
-0.5486295	0.140752736365347
0.6477495	0.140752736365347
0.5953685	0.140752736365347
0.81723753	0.140752736365347
-0.273147	0.140752736365347
0.5844402	0.140752736365347
-0.1473707	0.140752736365347
2.080658	0.140752736365347
1.4100595	5.79096774290759
1.9030625	7.19725547277394
-5.00361	6.21237989833854
3.644945	4.53088001126935
-3.391845	4.89269397545404
1.344279	3.73809686441836
1.4824115	1.35051431899388
-0.0760113	0.140752736365347
1.1219015	0.140752736365347
0.290954	0.140752736365347
-0.017049	0.140752736365347
-0.406661	0.140752736365347
-0.47511005	0.140752736365347
-0.148738	0.140752736365347
0.844784	0.140752736365347
0.7119802	2.14964733697385
0.48929	3.2244433943008
-0.5436625	0.140752736365347
1.3856315	0.140752736365347
2.1675	5.92440641379443
-0.977021	5.98590165135478
