H1_coast_noncoast_EA_zscores	H1_coast_noncoast_GD_zscores
-0.5321135	2.38085827492018
5.767825	6.85245871895834
7.46908	4.37589296714766
-0.7010225	1.79729362552546
-1.56096	2.29882673775544
-1.211295	3.74288342629531
-1.28410595	0.0846435955207113
2.768125	5.10553815320152
1.624318	4.9646968254876
-1.880515	4.13318002131052
-2.800765	2.13977847241598
0.52962	4.88486975604227
-0.11100625	2.07940443975335
4.549375	6.42076153358924
-3.859015	3.92150674456785
0.023861	2.7253293374293
-1.149577	2.72781085060285
-1.972285	4.99313529518436
-1.3470224	4.04477712986863
0.290345	0.0846435955207113
-1.0446975	0.0846435955207113
-1.47251175	0.0846435955207113
-2.0663195	0.0846435955207113
-0.604801	0.0846435955207113
0.496756	0.0846435955207113
-1.1455849	0.0846435955207113
-1.0872845	0.0846435955207113
-0.910110345	0.0846435955207113
-1.8375025	0.0846435955207113
-0.079924	0.0846435955207113
0.163693	0.0846435955207113
0.68404935	0.0846435955207113
-1.8626495	0.0846435955207113
-1.532663	0.0846435955207113
-2.6095935	5.62896760974654
-2.0139075	5.36342206028092
-1.0912655	8.66570756532984
-0.417088	3.52897928580074
1.6589105	5.57533854982431
-0.014993	0.0846435955207113
-1.9466055	0.0846435955207113
-0.0698225	0.0846435955207113
-0.1758558	0.0846435955207113
-0.649079	0.0846435955207113
-1.488499	0.0846435955207113
1.00401795	0.0846435955207113
-1.908032	0.0846435955207113
-0.05650015	0.0846435955207113
-2.773685	2.996194434086
-0.914715	2.51687634630432
-0.71847	2.91447367349747
1.623187815	2.60013167094975
0.4882615	2.02474632479172
1.453935	2.40861712250385
2.34375	2.31895532112384
1.163294	3.10363005277016
-1.1900145	0.0846435955207113
-0.52833335	0.0846435955207113
-1.0084685	2.92449732035554
-0.709298	0.0846435955207113
-0.3946965	0.0846435955207113
0.222734	3.73637125458556
-1.39355	0.0846435955207113
-0.8023665	3.92251371263114
-0.75436445	3.10294832684858
-1.2092825	1.61536418757852
-0.4208585	2.68415651818305
0.24133875	0.0846435955207113
0.3808185	1.82507618207974
0.1262591	1.25310121699617
-0.4630235	1.74807961791084
0.240964	0.0846435955207113
-0.145209	0.0846435955207113
0.61808035	9.84396676030217
