RASTERVALU_EA_zscores	RASTERVALU_GD_zscores
-0.307625	4.69391944527526
-7.992885	4.86372584779732
-7.91356	8.23576495627089
-0.0362365	3.57184919058369
1.380125	4.89061517841569
2.4004	3.73979697189803
-1.233221	0.0218403405880146
0.0841	3.14783517753323
-1.6946205	3.65288480657068
4.807015	5.17061833095979
2.730569	4.25268721374971
2.974975	4.18200488289056
-0.886078	2.99838110408026
-3.56289	4.57139573433412
2.125203	6.52018897601759
-0.4364175	3.7457390156272
-0.576818	3.0084393960533
0.691826975	1.55843621038071
2.807095	4.8915987171773
0.5156195	0.0218403405880146
-0.430957	0.0218403405880146
-2.20128455	0.0218403405880146
-1.120495	0.0218403405880146
-0.3446755	0.0218403405880146
-0.6310055	0.0218403405880146
-0.03454255	0.0218403405880146
0.401469	0.0218403405880146
-0.565295	0.0218403405880146
-0.513425	0.0218403405880146
-0.823975	0.0218403405880146
-0.6489145	2.0786280912661
-1.89241	0.0218403405880146
-0.603305	0.0218403405880146
-0.4509927	0.0218403405880146
2.711	6.64144252041359
1.8516725	3.91033150152635
2.062855	4.25894850387293
-2.152915	2.61874859164904
2.36499	5.47630934426407
-0.498565	2.24897455868702
0.680668	0.0218403405880146
-0.836879	0.0218403405880146
-0.8567635	0.0218403405880146
-0.671001	0.0218403405880146
0.0034325	0.0218403405880146
0.3816135	0.0218403405880146
-0.0792325	0.0218403405880146
-0.8657245	0.0218403405880146
-0.1484214	4.77634296156308
-0.700587	1.93732090065466
0.1781035	2.98994363624154
1.142216	2.8181302126224
0.6490345	0.0218403405880146
-1.121235	3.62019124245555
-3.584225	4.97948580337037
-1.234745	6.91426336648692
-0.316305595	0.0218403405880146
-0.1144947	0.0218403405880146
-0.08012545	2.33144924432925
0.411212	0.0218403405880146
-0.24566545	0.0218403405880146
0.1588015	3.13588735414792
-1.582977	0.0218403405880146
-1.621187	1.55765028406361
-0.4094465	0.0218403405880146
-0.1516255	0.0218403405880146
-0.76897715	2.10361816787851
-0.7500585	1.20624782907006
-0.85040505	0.0218403405880146
-1.3731095	0.0218403405880146
-0.22606175	0.0218403405880146
-1.0712825	0.0218403405880146
0.070662	0.0218403405880146
-8.23469	10.1793281347867
1.451675	4.08144214895032
-0.106295	0.0218403405880146
0.35205	0.0218403405880146
-0.7298177	0.0218403405880146
-0.0969489	2.80746968231031
1.1089945	3.08030168700701
6.89948	3.00250121891417
3.702275	4.63110070276592
-0.7645235	0.0218403405880146
-0.7793345	0.0218403405880146
-0.52347795	0.0218403405880146
-0.538314	0.0218403405880146
-0.277882	0.0218403405880146
-0.737885	0.0218403405880146
0.8941835	0.0218403405880146
-0.58839135	0.0218403405880146
-1.159468	0.0218403405880146
0.358907	0.0218403405880146
0.190012	0.0218403405880146
-1.3258185	0.0218403405880146
-1.45436	7.85411171998613
0.5903595	3.49924845177391
-2.130785	2.84170378935733
-5.242495	5.65243531997832
-0.1984235	0.0218403405880146
-2.00633	0.0218403405880146
-0.3304465	0.0218403405880146
0.019481	0.0218403405880146
-0.5997745	0.0218403405880146
-1.451745	0.0218403405880146
0.292312	0.0218403405880146
-0.2110165	7.0805411500879
-1.6565975	2.90043615468784
-1.25178	0.0218403405880146
-0.2131565	0.0218403405880146
0.52945455	0.0218403405880146
-0.10323	0.0218403405880146
-0.169606	0.0218403405880146
-0.3430707	0.0218403405880146
-0.973585	0.0218403405880146
-1.37728	0.0218403405880146
-1.1955325	0.0218403405880146
-0.8722195	0.0218403405880146
