H3_JulyAug_Temp_Min_EA_zscores	H3_JulyAug_Temp_Min_GD_zscores
0.91346585	4.15652977912394
1.299653	5.6411959394853
1.127855	7.08472796775317
1.0527745	4.05833667380921
-3.283465	2.15623278677364
0.91902315	2.84984074728124
-0.7141315	0.478972614140044
0.436486	3.74799282575333
-1.633075	3.05796832603564
0.54742	3.16575170172196
1.2400455	5.79924742367333
0.543155	5.24798116547006
-3.117499	0.478972614140044
-2.135195	5.10522982764178
1.898033	4.81287097042038
-2.1456295	2.13805493059121
4.138345	7.07518133466092
-1.41263	4.0461271044587
-3.054395	2.61190685168176
0.373299	0.478972614140044
-0.359396	0.478972614140044
-0.481253	0.478972614140044
-1.571017	0.478972614140044
-1.673277	0.478972614140044
0.06532	0.478972614140044
1.3688985	0.478972614140044
1.388342	0.478972614140044
-2.765164	0.478972614140044
-0.7533645	0.478972614140044
-0.376672	0.478972614140044
-0.16358015	0.443892451217775
2.05572311	0.478972614140044
-1.56449755	0.478972614140044
-0.2361549	0.478972614140044
-2.47724	6.73473138966408
1.77179	7.1052293853027
6.440375	3.95133714228673
-3.374015	2.38686838979853
-0.0929275	1.99383719800734
0.4280435	0.478972614140044
-0.8270545	0.478972614140044
-1.848409	0.478972614140044
-0.1917305	0.478972614140044
0.6861855	0.478972614140044
-1.4404065	0.478972614140044
-2.825045	0.478972614140044
-1.0057655	0.478972614140044
-1.713595	0.478972614140044
-0.412502	4.5518065804345
-0.930303	2.36116998815479
0.5150155	1.76635030333185
2.242097	3.06788932539325
-2.5393975	2.60917028685736
-0.6417085	3.87598976900982
1.01147	8.63271491375371
-1.0582357	3.24568914888536
0.934077	0.478972614140044
-0.8419	0.478972614140044
1.409625	2.84648758354381
-1.48314	0.478972614140044
0.0252435	0.478972614140044
0.1142464	4.76378603841896
-0.3065915	0.478972614140044
-0.09154895	0.478972614140044
-0.752393	1.17113622347832
0.2706855	0.478972614140044
0.4758715	0.478972614140044
-3.559836	0.478972614140044
-1.098384	2.40287564224082
-0.0961785	0.478972614140044
-0.748073	0.478972614140044
-0.7535475	0.478972614140044
-1.10578155	0.478972614140044
0.76964	12.1749592655923
0.6949075	5.36089366899953
-2.699642	0.478972614140044
-2.0475795	0.478972614140044
-2.3220487	0.478972614140044
-1.917495	3.48480561828935
-0.0859650000000001	4.56991867452693
5.575945	3.91557954432392
5.903085	2.73407516901286
-2.2563345	0.478972614140044
-0.9586835	0.478972614140044
-0.7684555	0.478972614140044
-2.169616	0.478972614140044
-2.0188375	0.478972614140044
-0.839383	0.478972614140044
0.0651301	0.478972614140044
0.633433	0.478972614140044
-0.3089465	0.478972614140044
0.5204279	0.478972614140044
0.106099	0.478972614140044
0.506817	0.478972614140044
-1.632335	4.32980231262846
