H3_JulyAug_Temp_Max_EA_zscores	H3_JulyAug_Temp_Max_GD_zscores
1.36106	1.45301613710339
-6.21181	5.7680927519689
-7.3017	6.80200413846851
4.801065	4.76156131755818
1.27149	2.82530881622031
1.15199	3.77046430919566
-0.06313905	0.39443762245546
-2.407015	4.30814403255171
-2.49397	6.53791590224351
1.6449485	3.14017872990131
1.048926	2.99785202975227
-0.084028	2.80042783656506
-0.150599	2.66325833984534
2.296235	4.88919087032688
-2.667695	7.43210825780437
1.973315	3.47805742195661
-4.66421	3.47020057132237
-0.164654	5.66454858564738
3.737555	2.84857055047551
0.10028205	0.39443762245546
-0.0540075	0.39443762245546
0.02841275	0.39443762245546
0.157327	0.39443762245546
0.2304475	0.39443762245546
-0.0565029	0.39443762245546
-0.0150872	0.39443762245546
0.07285235	0.39443762245546
0.0695682	0.39443762245546
0.1984687	0.39443762245546
0.1378725	0.39443762245546
-0.5125195	3.10631381650167
-0.09533275	0.39443762245546
-0.1090865	0.39443762245546
0.2109611	0.39443762245546
-5.876385	4.22839217299562
-6.852665	5.18463396661327
-6.81809	4.10184181033799
-2.85378	5.52568103197894
0.286367	4.2625501283713
0.729784	1.45415328826171
-0.10720483	0.39443762245546
-0.0198035	0.39443762245546
0.045048	0.39443762245546
0.0358865	0.39443762245546
-0.0245405	0.39443762245546
-0.08239225	0.39443762245546
-0.0153445	0.39443762245546
0.067093	0.39443762245546
0.2985465	1.25412749427465
0.4962615	2.74002778434113
-0.11887355	2.5781899941595
0.145103	2.00699376831604
0.1417145	0.39443762245546
-0.5195925	3.82269363381829
3.805075	3.25234798362507
-2.855925	2.16420337365307
0.0264405	0.39443762245546
0.158586	0.39443762245546
0.1291255	1.01797600738001
0.2457615	0.39443762245546
-0.064858	0.39443762245546
0.2678976	5.79801511599841
0.11274465	0.39443762245546
0.01714355	0.39443762245546
0.0633687	4.03773896111529
0.2128195	2.2825785238918
0.188421	0.39443762245546
0.1995625	0.39443762245546
0.05260065	1.81375153687719
0.170542	2.1789399047299
0.22124	0.39443762245546
-0.0958018	0.39443762245546
-0.0686345	0.39443762245546
-2.213309	8.09884300711341
0.0822415	2.98463391991012
-0.0642919	0.39443762245546
-0.2061825	0.39443762245546
0.10596225	0.39443762245546
1.186136	2.52454957716236
-0.305302	5.59104781804557
1.1904785	3.34746891680297
-2.126865	1.61432261769997
0.24369285	0.39443762245546
0.1594973	0.39443762245546
0.09084835	0.39443762245546
-0.05192415	0.39443762245546
0.033214	0.39443762245546
0.037813485	0.39443762245546
0.06539075	0.39443762245546
-0.002424	0.39443762245546
