min_dist_EA_zscores	min_dist_GD_zscores
-0.035633	0.917121752402888
-0.13077355	3.14342820917362
-0.0273079	2.62990012365524
-0.1063255	2.07212205605187
-0.09461385	1.49957884474221
-0.10374925	0.251105793957126
-0.0616791	0.251105793957126
-1.0659555	2.37298717363398
-1.85412	2.73482196796218
-0.5058005	2.78829101267398
0.1872102	1.70824925529355
0.12947655	2.69122543385559
0.338392	0.251105793957126
0.7405875	1.41881567888375
0.7206525	3.90360961538084
0.00341985	2.46480526364037
1.192155	4.19371503160572
0.051540325	3.26233773878552
-0.701449	3.32615008903613
0.0762697	0.251105793957126
0.1748112	0.251105793957126
0.07803275	0.251105793957126
0.0700126	0.251105793957126
-0.1444445	0.251105793957126
0.1985515	0.251105793957126
0.01622065	0.251105793957126
-0.0214045	0.251105793957126
-0.086326	0.251105793957126
0.0442193	0.251105793957126
-0.029476	0.251105793957126
-0.2219745	0.251105793957126
-0.13218345	0.251105793957126
-0.1050755	0.251105793957126
0.049432	0.251105793957126
-0.15199655	2.49857723423242
-0.182679	1.30157481268972
-0.2829255	2.49165543858077
0.2474749	1.84407189425821
-0.1194201	1.82782448054787
0.03795515	0.251105793957126
-0.07551149	0.251105793957126
-0.030847	0.251105793957126
-0.0339881	0.251105793957126
0.02034885	0.251105793957126
0.20108823	0.251105793957126
-0.14206245	0.251105793957126
0.130504	0.251105793957126
0.0354115	0.251105793957126
0.278831	3.15145937913559
-0.232094	1.62954542139994
-0.4303135	3.18227030419658
-0.202782	1.43950685289289
-0.4427205	0.251105793957126
-0.2754885	2.73837499200565
0.739686	2.30820564171995
0.3259415	1.46329924636819
0.150393	0.251105793957126
-0.05246395	0.251105793957126
-0.231079	1.04237957556918
0.0640729	0.251105793957126
-0.104936465	0.251105793957126
0.1743607	1.45112775455117
-0.02147705	0.251105793957126
0.2364385	0.251105793957126
0.09875375	1.5562034245605
-0.0631687	0.251105793957126
0.241309	0.251105793957126
-0.0827776	0.251105793957126
0.08949675	0.251105793957126
-0.050475255	0.251105793957126
0.08978205	0.251105793957126
0.077189	0.251105793957126
-0.01051043	0.251105793957126
2.25603	3.71575413713565
-0.5747145	2.83670839314477
-0.01375359	0.251105793957126
-0.0916143	0.251105793957126
0.0662421	0.251105793957126
0.0033833	1.12583866196053
0.6821445	1.98127093334516
2.932135	2.32374138250398
0.643125	2.55205642375745
0.1674861	0.251105793957126
0.1083222	0.251105793957126
-0.0594395	0.251105793957126
0.03329645	0.251105793957126
0.0728896	0.251105793957126
0.15780175	0.251105793957126
0.0855039	0.251105793957126
-0.1410175	0.251105793957126
0.0104707	0.251105793957126
0.1627265	0.251105793957126
0.0529835	0.251105793957126
0.0444645	0.251105793957126
0.283231	1.92310652483526
0.29814855	2.33134386441797
0.3438525	1.33822443253767
-0.5471545	1.67296415270909
0.2407095	0.251105793957126
-0.002379005	0.251105793957126
-0.0252809	0.251105793957126
-0.10625795	0.251105793957126
-0.0146705	0.251105793957126
-0.1368345	0.251105793957126
-0.00433750000000001	0.251105793957126
-0.4330905	3.7876660607262
0.921427	3.30205203220699
0.033652	0.251105793957126
0.0628267	0.251105793957126
0.0307316	0.251105793957126
0.04398975	0.251105793957126
-0.158252	0.251105793957126
-0.0990452	0.251105793957126
-0.03544335	0.251105793957126
0.159982	0.251105793957126
-0.1380015	0.251105793957126
0.00707099999999999	0.251105793957126
-0.07289425	0.251105793957126
0.2523795	2.81636396149717
0.150912	1.70004410247763
-0.0382076	0.251105793957126
0.0969476	0.251105793957126
-0.147919	0.251105793957126
-0.187133	0.251105793957126
-0.01591655	0.251105793957126
0.1234105	0.251105793957126
-0.070416	0.251105793957126
0.1066788	0.251105793957126
-0.031681	0.251105793957126
-0.06387025	0.251105793957126
0.319207	0.251105793957126
-0.074257245	0.251105793957126
-0.0610544	0.251105793957126
0.03966295	0.251105793957126
-0.1748795	0.251105793957126
-0.213587	0.251105793957126
0.1377775	0.251105793957126
-0.05124265	0.251105793957126
1.90613	3.44871936123512
1.26662	3.36597356240487
-0.16108405	0.907969779785812
0.0512343	0.251105793957126
-0.11218025	0.251105793957126
