H2_Aufeis_above_below_coast_EA_zscores	H2_Aufeis_above_below_coast_GD_zscores
-0.2406325	3.48996430771124
9.158815	5.46021398266652
7.42332	7.98398272486349
-0.76750955	4.62014826547206
-1.308976	3.68136545547861
-1.0328395	3.036643645174
0.392829415	0.0218403405880146
1.988975	2.16556120477868
1.759785	6.32657614995704
-1.897245	5.24573667549779
-2.99605	4.68181565464879
-3.1535	4.22182655879001
0.4328615	0.0218403405880146
4.75164	5.76590071169508
-3.057575	4.6257854615737
-0.02275605	5.09092523631985
2.485945	5.3906511500798
-2.09253	4.90662926973431
-1.953175	3.57201761652146
-0.1925252	0.0218403405880146
-0.416108	0.0218403405880146
-0.571439	0.0218403405880146
-0.05885575	0.0218403405880146
-0.37829295	0.0218403405880146
-0.6121685	0.0218403405880146
0.0292947	0.0218403405880146
-0.068066	0.0218403405880146
-0.036699	0.0218403405880146
0.038869	0.0218403405880146
0.26413852	0.0218403405880146
-0.771289	2.16460205776458
-0.40129	0.0218403405880146
-0.766818	0.0218403405880146
-0.5160105	0.0218403405880146
-2.8593	6.3075397990383
-1.98662	3.31558123985782
0.190486	5.82906636145805
-1.0372075	2.85852716358001
-0.3558135	2.53657739886436
0.659501	3.34838988525677
-0.141107	0.0218403405880146
-0.630798	0.0218403405880146
0.5014115	0.0218403405880146
-0.09054485	0.0218403405880146
-0.2887395	0.0218403405880146
-0.3494095	0.0218403405880146
0.5815855	0.0218403405880146
-0.05672165	0.0218403405880146
0.740582	4.73192868970902
0.313226	4.03249376353561
-0.483875	3.09649735804899
-0.4947695	3.60944610016686
-0.5713515	4.48782404375745
0.12850334	4.42285417185818
3.508645	6.56594037071435
1.3154775	3.82206851809933
-0.228071	0.0218403405880146
-0.35373174	0.0218403405880146
-0.221211	2.17270517659216
-0.0306545	0.0218403405880146
-0.270067755	0.0218403405880146
-0.023395	5.27999848235343
-0.1435975	0.0218403405880146
-0.5045925	2.85021882170017
0.1899615	2.57189232469219
-0.1877375	0.0218403405880146
0.3593645	0.0218403405880146
0.527747	1.01122433706892
-0.2512675	0.0218403405880146
-1.3670395	0.0218403405880146
-0.1518924	0.0218403405880146
-0.567358	0.0218403405880146
0.20908751	0.0218403405880146
5.233095	7.20623088759848
-0.983249	4.02823820348264
-0.982418	0.0218403405880146
-0.141337	0.0218403405880146
-0.3941255	0.0218403405880146
-0.2128169	4.51142689913669
1.53383395	3.84086207305748
-3.03055	3.05899087265269
2.436665	3.93017103628407
-0.29623875	0.0218403405880146
0.2344195	0.0218403405880146
-0.353667	0.0218403405880146
-0.403989	0.0218403405880146
-0.369837	0.0218403405880146
-0.0135375	0.0218403405880146
-0.5648775	0.0218403405880146
-0.1456845	0.0218403405880146
0.098956	0.0218403405880146
0.1889145	0.0218403405880146
-0.0535105	0.0218403405880146
-0.912055	0.0218403405880146
0.4062367	6.92191655580356
-0.976599	2.07260298769276
-0.2780145	4.47088358106907
3.471775	5.57960218775437
0.0261655	0.0218403405880146
-0.277927	0.0218403405880146
-0.037855	0.0218403405880146
-0.6792905	0.0218403405880146
0.3647525	0.0218403405880146
0.244515	0.0218403405880146
-0.7316315	0.0218403405880146
-4.414365	3.51429482287032
-2.101	5.98477767594791
-0.4066555	0.0218403405880146
0.554817	0.0218403405880146
-0.4908345	0.0218403405880146
0.0857563	0.0218403405880146
0.6009865	0.0218403405880146
-0.5130946	0.0218403405880146
0.01229	0.0218403405880146
-0.0599908	0.0218403405880146
-0.0136045	0.0218403405880146
-0.5455465	0.0218403405880146
-0.417059	0.0218403405880146
-3.638595	4.37112630234817
-0.333242	3.89639019242822
0.267594	0.0218403405880146
-0.523711	0.0218403405880146
-0.1826305	0.0218403405880146
0.06705175	0.0218403405880146
-0.2241755	0.0218403405880146
-0.38639375	0.0218403405880146
-0.0926075	0.0218403405880146
0.312494	0.0218403405880146
-0.3015562	0.0218403405880146
-0.1265948	0.0218403405880146
-0.1219865	0.0218403405880146
0.2827065	0.0218403405880146
0.103593	0.0218403405880146
-0.17336935	0.0218403405880146
-0.11949	0.0218403405880146
-0.3929105	0.0218403405880146
0.1665386	0.0218403405880146
0.23732915	0.0218403405880146
3.05881	6.60585150307487
2.1184525	7.36854462323691
0.42161	2.01117918032795
0.13221985	0.0218403405880146
0.299372	0.0218403405880146
-0.8452545	2.43784228521905
2.3274125	4.52050791175324
-0.2692585	5.76802060043019
-0.794436	5.03631865739757
-2.07003	5.33404878797456
4.313515	6.55490444445855
-0.278004725	0.0218403405880146
-0.38805031	0.0218403405880146
-0.878666	0.0218403405880146
