H3_JulyAug_Temp_Var_EA_zscores	H3_JulyAug_Temp_Var_GD_zscores
0.6900706	1.82415557602483
-3.247355	9.36037319970362
-2.4880175	5.21240995219164
0.05881405	3.86674301131335
1.78782	3.76018134141662
0.917821	5.94783371628029
-0.10507022	0.0214476213133406
-2.46949	3.74150677193576
-2.05598	2.39522733184505
-0.352415	2.04561835895197
-2.160075	4.71635988061976
-2.407025	1.21049529635271
0.236165	2.17670611475397
4.578895	3.98994688671876
-3.85942	8.47551571279968
0.155825	2.99994480006824
-5.640555	3.48441750648684
-0.542214	2.46801461050219
2.610435	2.01167059034483
-0.291127	0.0214476213133406
-0.21925085	0.0214476213133406
0.09820405	0.0214476213133406
0.1617119	0.0214476213133406
0.07836075	0.0214476213133406
-0.5570465	0.0214476213133406
-0.157106	0.0214476213133406
-0.2049863	0.0214476213133406
0.706558	0.0214476213133406
0.2180889	0.0214476213133406
-0.982715	0.0214476213133406
-0.722611	0.0214476213133406
-0.244391	0.0214476213133406
-0.0337065	0.0214476213133406
0.029567	0.0214476213133406
-7.202805	4.71077688497417
-9.054305	3.31669163075821
-6.525625	5.70407376896072
-2.59933	3.1544771774401
1.050575	5.3483741011374
0.3808326	0.0214476213133406
-0.12586315	0.0214476213133406
0.56609945	0.0214476213133406
0.4952945	0.0214476213133406
-0.8931725	0.0214476213133406
-0.641435	0.0214476213133406
-0.588551	0.0214476213133406
-0.058187	0.0214476213133406
-0.01718555	0.0214476213133406
0.842909	3.81461882380565
0.48472975	2.85272671701247
-0.3561405	2.97196828725903
0.1584529	3.36450469293694
-0.0660685	2.56680483804606
-0.343187	3.41325400567066
5.44582	7.74744327135396
-1.192015	1.81646293599272
-0.841556	0.0214476213133406
0.2747125	0.0214476213133406
0.250939	6.02180875776919
-0.6519622	0.0214476213133406
-0.1451865	0.0214476213133406
-0.39303085	2.55827746370974
-0.75004675	0.0214476213133406
0.26754665	0.0214476213133406
-0.16083585	0.0214476213133406
-0.5915115	0.0214476213133406
0.5011775	1.46597193997908
