longitude_EA_zscores	longitude_GD_zscores
-0.2401265	3.83113139514655
5.04313	6.86817475543305
5.02445	6.75826162139011
-4.994995	3.95764874822453
1.519721	3.93252834981678
1.130237	2.0300430267299
-0.1321226	0.168877504814459
1.8887425	3.47549616523487
1.889574	4.69006481951062
-1.869085	2.83487443920448
-0.825346	0.943099099237292
0.86015125	1.90195427633055
0.131186	1.68180327936477
11.00395	3.54007243964816
-5.090445	3.39557808871849
-1.770735	2.00984020196671
-5.131175	3.54752975905736
3.695155	4.73931396900938
-0.0704399999999999	2.84594447292559
-0.0578525	0.168877504814459
-0.408088	0.168877504814459
0.0339945	0.168877504814459
-0.00550415	0.168877504814459
-0.126436	0.168877504814459
-0.37300954	0.168877504814459
-0.3216805	0.168877504814459
-0.5915625	0.168877504814459
-0.532326	0.168877504814459
-0.199344	0.168877504814459
0.0361225	0.168877504814459
0.12591055	0.168877504814459
0.054509	0.168877504814459
-0.501143	0.168877504814459
0.00643249999999999	0.168877504814459
9.10128	8.87648379292328
8.421555	5.61529298704799
6.09919	3.68777073465238
4.01257	4.14531264516325
2.370253	5.48032851910792
-0.574826	3.78900146307487
0.24208395	0.168877504814459
-0.244213	0.168877504814459
-0.5296325	0.168877504814459
-0.015235	0.168877504814459
0.224736	0.168877504814459
-0.5143695	0.168877504814459
-0.932859	0.168877504814459
-0.2636075	0.168877504814459
1.524184	4.03033360617883
0.831623	4.30362885486179
1.3917765	2.48849086376269
1.71454	3.58093379362566
1.4908165	2.62732945705956
1.146736	0.812003987415675
-8.158355	6.89420997569026
-0.68891855	4.64101078396136
0.02079475	0.168877504814459
0.159911	0.168877504814459
2.138885	2.90434961573271
0.09884711	0.168877504814459
-0.127074	0.168877504814459
1.428762	2.46737274293682
0.10304395	0.168877504814459
-0.1751021	0.168877504814459
0.042373	0.168877504814459
-0.0971191	0.168877504814459
-0.2661503	0.168877504814459
0.156016	0.168877504814459
-0.2830675	1.47419757847734
-1.019758	0.168877504814459
-0.07724	0.168877504814459
-0.171915	0.168877504814459
-0.384708	0.168877504814459
-12.70321	8.65537643622151
2.866445	2.36599435702152
0.21194095	0.168877504814459
0.14948245	0.168877504814459
-0.108264	0.168877504814459
-0.6919765	4.02334921152556
-3.02349	1.84053532967115
1.060438	3.21697731536797
-2.196615	4.04404589185143
-0.017814	0.168877504814459
-0.263677	0.168877504814459
-0.00745300000000002	0.168877504814459
0.1037371	0.168877504814459
0.301064	0.168877504814459
-0.23006725	0.168877504814459
-0.02397	0.168877504814459
-0.301455	0.168877504814459
0.0927952	0.168877504814459
-0.3400255	0.168877504814459
-0.1345669	0.168877504814459
-0.1066837	0.168877504814459
2.90722	4.20975666619072
-1.580235	2.18139905196508
3.23473	2.33817258369101
-5.355695	6.18826810038376
0.19976745	0.168877504814459
0.1253965	0.168877504814459
-0.016401	0.168877504814459
0.252232	0.168877504814459
-0.0242305	0.168877504814459
-0.033851	0.168877504814459
-0.04548355	0.168877504814459
-2.53804	4.62889784647939
0.3713455	0.919729331739911
-0.487556	0.168877504814459
-0.5386675	0.168877504814459
0.10888295	0.168877504814459
0.183424	0.168877504814459
0.485171	0.168877504814459
0.7056815	0.168877504814459
-0.1162195	0.168877504814459
-0.4647645	0.168877504814459
-0.1405937	0.168877504814459
0.232734	0.168877504814459
-0.23493185	0.168877504814459
-17.2711	3.68220170433465
2.31901	6.77338146216742
-0.561881	0.168877504814459
-0.04847685	0.168877504814459
-0.308703	0.168877504814459
0.14519565	0.168877504814459
-0.0129025	0.168877504814459
-0.130781	0.168877504814459
-0.300727	0.168877504814459
0.04083285	0.168877504814459
-0.326066	0.168877504814459
-0.308127735	0.168877504814459
-0.594501	0.168877504814459
0.0123495	0.168877504814459
-0.03054385	0.168877504814459
-0.3978285	0.168877504814459
-0.4044305	0.168877504814459
-0.148784855	0.168877504814459
0.03647	0.168877504814459
0.017957	0.168877504814459
-2.240995	6.7693543748732
8.772225	4.1905159637381
-1.465755	1.99263540932678
-0.05007455	0.168877504814459
-0.1923802	0.168877504814459
2.00557	2.65703641268757
-14.78055	8.13111648159443
1.40334	4.76305396130248
1.7335005	3.26722123231202
2.11417	3.5899791207537
3.622635	7.64036950135293
-0.24722565	0.168877504814459
-0.07529675	0.168877504814459
-0.24267755	0.168877504814459
0.07719335	0.168877504814459
-0.06064375	0.168877504814459
0.28877645	0.168877504814459
-0.062385	0.168877504814459
-0.10940004	0.168877504814459
0.0383207	0.168877504814459
-0.74534	0.168877504814459
-0.10053405	0.168877504814459
-0.2549335	0.168877504814459
-0.1315637	0.168877504814459
-0.05454965	0.168877504814459
-0.3338115	0.168877504814459
-0.1675021	0.168877504814459
-0.13339695	0.168877504814459
0.24025335	0.168877504814459
-0.2915255	0.168877504814459
-0.3264185	0.168877504814459
-0.8432615	0.168877504814459
