H3_JulyAug_Temp_Ave_EA_zscores	H3_JulyAug_Temp_Ave_GD_zscores
1.658855	1.18105310366571
1.1362405	5.2630368154727
1.51272	9.63051743090907
1.195936	3.58506041194326
2.034585	2.13169567579862
1.9785	2.64234218018777
0.4238355	0.153900466357671
-2.659545	5.41053691322366
-2.817645	1.10624404505282
0.4923035	1.51770346832689
-1.9062545	3.56844501151772
-2.302715	3.26440153528603
0.074317	0.931183166808565
3.82894	1.31155625813452
-2.86404	4.33326453115431
2.42863	1.67353060211077
-1.775755	2.99139621010603
-0.7446515	1.79645043263991
1.523665	3.43681949326553
0.595407	0.153900466357671
-0.7315875	0.153900466357671
-0.3428285	0.153900466357671
0.510834	0.153900466357671
0.292661	0.153900466357671
-0.1717665	0.153900466357671
-0.438039	0.153900466357671
-0.760875	0.153900466357671
-0.262048	0.153900466357671
-0.366565	0.153900466357671
-0.558565	0.153900466357671
0.0512675	0.153900466357671
0.797093	0.153900466357671
1.25653	0.153900466357671
-0.140603	0.153900466357671
-7.98713	4.79524550974329
-6.490725	4.33553130369065
-3.888285	8.1876043661807
-2.011325	3.0002226519171
-0.4376255	4.75015938131235
1.230695	1.11430524757894
0.35472255	0.153900466357671
-0.3764955	0.153900466357671
-0.461479	0.153900466357671
-0.4344555	0.153900466357671
-1.0766645	0.153900466357671
-0.8145485	0.153900466357671
0.2453515	0.153900466357671
-0.63251545	0.153900466357671
-0.5400895	3.72124518923523
0.726002	2.52281509824566
-0.9284185	1.70943798460646
0.1303375	3.24729393274883
-0.6638524	2.99079881015719
0.4479155	4.14944354552787
4.279315	5.99131186462655
0.877743	2.86606135827162
0.750669	0.153900466357671
0.12115	0.153900466357671
0.08024	1.94588971688849
-0.65364515	0.153900466357671
0.1006451	0.153900466357671
-0.47315615	3.26926490777727
-0.2906095	0.153900466357671
-0.7083275	0.153900466357671
0.268166	0.153900466357671
-0.3935155	2.33081880473179
0.607702	0.153900466357671
0.192414	0.153900466357671
0.23999705	0.153900466357671
-0.207006	1.63821598154911
0.2401342	0.153900466357671
-0.485824	0.153900466357671
-0.2821355	0.153900466357671
4.33271	8.53503056442367
0.688485	4.31800256900891
-0.388955	0.153900466357671
-0.251524	0.153900466357671
0.413063	0.153900466357671
1.2296855	3.0690438326212
1.488595	2.63500342374527
0.2542455	7.08740402499065
0.691256	4.33647958454722
0.21131815	0.153900466357671
-0.70835815	0.153900466357671
0.0958315	0.153900466357671
-0.02504977	0.153900466357671
-0.5518175	0.153900466357671
-0.3335733	0.153900466357671
0.04575785	0.153900466357671
0.21374175	0.153900466357671
-0.2029295	0.153900466357671
-0.983194	0.153900466357671
-0.5801725	0.153900466357671
-0.2104605	0.153900466357671
-0.5968475	4.62270020828754
0.567596	2.48240992546495
-0.8809865	4.5373040480555
0.073466	4.07291709052871
0.043553	0.153900466357671
-0.70266	0.153900466357671
-0.3356095	0.153900466357671
0.133115	0.153900466357671
-0.510714	0.153900466357671
0.00324395	0.153900466357671
-0.1760735	0.153900466357671
-3.33701	5.33377446115905
-0.346691715	3.46725204773249
-0.9592395	0.153900466357671
-0.1398865	0.153900466357671
-0.3526645	0.153900466357671
0.2713475	0.153900466357671
1.0293845	0.153900466357671
-0.931043	0.153900466357671
0.18015225	0.153900466357671
